logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B
QTRTD1	-0.74556288419888	-0.893185592567656	-0.597940175830105	2.8095863070201	-9.95893528562687	3.11450059706463e-19	2.70518000776001e-18	32.8642337373964
SLAIN1	-0.855084425677871	-1.0243958788459	-0.685772972509839	2.67101687776382	-9.9587414793744	3.11856226063299e-19	2.7066129689732e-18	32.8629430655493
PPBP	2.08764304154342	1.67416554271663	2.50112054037021	10.4868203188241	9.95602918831214	3.17596090449436e-19	2.75429932536597e-18	32.8448811765899
MEX3C	-1.47643198595518	-1.76905153270757	-1.1838124392028	3.27978279558794	-9.94928591535232	3.32326221746496e-19	2.87981842504956e-18	32.7999830079745
RBM12	-1.11792509642997	-1.33960264408635	-0.896247548773594	4.44987585976382	-9.94426746779631	3.43728108126675e-19	2.97632471404132e-18	32.7665757132377
CBLL1	-1.41437439235855	-1.69484251437387	-1.13390627034322	4.23686126277387	-9.94403576488355	3.44263836990192e-19	2.97866521102848e-18	32.7650334270079
EIF3H	-1.04185297306863	-1.24846357690762	-0.835242369229625	7.64523997013065	-9.94341642550488	3.45699917176419e-19	2.98878618686732e-18	32.7609109717794
USP48	-1.09349925562605	-1.31039767893803	-0.876600832314074	6.56850492575377	-9.94131639833272	3.50613836691853e-19	3.02893647063585e-18	32.746933383597
NSUN3	1.64875441111765	1.32169037634742	1.97581844588788	4.92619834585427	9.94042561647144	3.52719144113864e-19	3.0447801809583e-18	32.7410047205793
TMEM41A	-0.893550188239495	-1.07094027511917	-0.716160101359821	3.27488778024623	-9.93279343021006	3.71280820161178e-19	3.20254678235875e-18	32.6902154706523
MPEG1	-2.20352591470729	-2.6413424936266	-1.76570933578797	8.05558922104523	-9.92447995183103	3.92606976326598e-19	3.38389822452925e-18	32.6349074243343
MTSS1	-1.84371781189356	-2.21018941324392	-1.4772462105432	4.81566880168342	-9.9205539879915	4.03097570657824e-19	3.46792437521357e-18	32.6087941343987
NR2C1	-0.887614318666666	-1.06404391857024	-0.711184718763096	2.96517717628141	-9.92052485809367	4.03176442306163e-19	3.46792437521357e-18	32.6086003918319
STAG3L2	-1.33688976826611	-1.60262214442631	-1.0711573921059	5.74356047595477	-9.92048552882005	4.03282953988033e-19	3.46792437521357e-18	32.6083388136556
PREP	-1.05633173142857	-1.26640313135876	-0.846260331498387	5.64072290315075	-9.91551316943312	4.16977173034801e-19	3.58293861852721e-18	32.5752705765954
PHF10	-1.16996033994538	-1.4027062624345	-0.937214417456257	4.80776175125126	-9.91221830241051	4.26305387396285e-19	3.66029002093429e-18	32.5533614410463
GPR141	1.62402527136835	1.30081698898141	1.94723355375528	4.8588168718191	9.90813924015708	4.38141930170869e-19	3.7590433794935e-18	32.5262412320583
GNLY	-3.62892817037955	-4.35144917514915	-2.90640716560996	7.49709898950754	-9.90397862224805	4.5055207174436e-19	3.86256329191383e-18	32.4985826840241
TRMT61B	-0.923148016278712	-1.10696239661066	-0.739333635946762	3.31403020967839	-9.90315680653035	4.53044412892718e-19	3.88096519197105e-18	32.493119963709
TERF2	-0.752439647378152	-0.902274592503236	-0.602604702253068	3.9164429570201	-9.90239754152876	4.55359246233929e-19	3.89781957378882e-18	32.4880731630854
ANK3	-1.30489392179972	-1.56475437349375	-1.04503347010569	3.32959805063317	-9.90186084247833	4.57002621371153e-19	3.90890504346576e-18	32.4845058275915
ZNF124	-0.78338881087395	-0.939411470804328	-0.627366150943571	2.78713584099497	-9.9008273192704	4.60183918723676e-19	3.93311800146008e-18	32.4776363821333
SNHG1	-0.880421441053221	-1.05580433839913	-0.705038543707314	2.70227089411055	-9.89885971374695	4.66301462857825e-19	3.98237063637025e-18	32.4645591105471
EIF4A2	-1.58803640912605	-1.90438297468427	-1.27168984356784	7.26802046539698	-9.89872207718475	4.66732409082468e-19	3.98301984389616e-18	32.4636443714285
ZNF438	1.54043039359384	1.23355622351573	1.84730456367194	5.28116817494472	9.8983668033011	4.67846620222688e-19	3.98949450770441e-18	32.4612832243106
SULF2	-3.11372613396919	-3.73404414646181	-2.49340812147658	6.83838877060804	-9.89800842263438	4.68973256633561e-19	3.99606521331953e-18	32.4589014586921
ATXN10	-1.18563417344678	-1.42189476424025	-0.949373582653315	6.41261995956281	-9.89557927289863	4.76681238638215e-19	4.05866226100004e-18	32.4427583205194
RNF157	-1.25256805537115	-1.50233563165153	-1.00280047909077	3.33053924259296	-9.88887919506835	4.98600992044467e-19	4.24207758356558e-18	32.398239318264
SCRIB	-1.08491965257283	-1.30151051477696	-0.868328790368701	4.55875282377889	-9.87732276278642	5.38790973344126e-19	4.58053962338469e-18	32.3214761627728
ACTL6A	-1.16833313421989	-1.40177657759544	-0.934889690844342	4.87522638456784	-9.86885600742062	5.70267010068579e-19	4.84446357834186e-18	32.2652555190602
GPATCH2	-1.3535370034888	-1.62403512422504	-1.08303888275255	3.72697967267839	-9.86705798447092	5.77183340340792e-19	4.89950941399725e-18	32.2533184746638
SMCR7L	-0.835251912669469	-1.00224087137051	-0.66826295396843	3.10517024974874	-9.86305651606761	5.92876545356113e-19	5.02891957066236e-18	32.2267554659194
UBAC2	-0.848220531669466	-1.01784803429303	-0.678593029045905	6.16640361571859	-9.86039497933876	6.03549114658324e-19	5.11558018481549e-18	32.2090893908151
RPL10	-0.992914557338938	-1.19152968504503	-0.794299429632843	11.0210032054673	-9.85783066273732	6.14012606914439e-19	5.20033922625949e-18	32.1920701655849
GTPBP8	-1.31113856721149	-1.57357773314694	-1.04869940127604	5.2088084488593	-9.85148596500934	6.40683940938914e-19	5.42213814873039e-18	32.1499672955628
FASLG	-0.751198117417368	-0.901568574933184	-0.600827659901552	2.4325552760402	-9.85085143177952	6.43413937020751e-19	5.441138810284e-18	32.1457570997913
EIF2AK3	-1.00598215516387	-1.2074321325658	-0.804532177761935	2.71529523048241	-9.84702075683845	6.60142522923927e-19	5.57840315681649e-18	32.120342143439
INTS4	-1.07169314409664	-1.28634380855768	-0.857042479635594	5.72314238205528	-9.8450973451406	6.68704569478532e-19	5.64650314423483e-18	32.1075823788521
DDHD1	-0.769834850703083	-0.924041311140332	-0.615628390265833	2.51336660651256	-9.84411772056186	6.73107737050929e-19	5.67940979337258e-18	32.1010839549524
PPIE	-1.42530119257703	-1.710875532194	-1.13972685296006	4.88409148580905	-9.84168060816743	6.84187509312326e-19	5.76855915064081e-18	32.0849181266809
NUDC	-1.08048136505182	-1.29698330606716	-0.863979424036482	6.08272371455779	-9.84095591257044	6.87517040154727e-19	5.79227944791017e-18	32.0801113495276
C14orf126	-0.711621308635854	-0.854219857478906	-0.569022759792803	2.88608608756281	-9.84046537423743	6.89779907173797e-19	5.80698433481197e-18	32.0768577651516
SNRPN	-1.16453792686134	-1.39795272185157	-0.931123131871122	2.90874151756281	-9.83800539490428	7.01240115489662e-19	5.89903791306221e-18	32.0605423499211
CPPED1	-1.46324448920309	-1.7565399030669	-1.16994907533928	8.61823006069849	-9.83769659770292	7.02692015583022e-19	5.90682381938028e-18	32.0584944017935
LOC729678	-1.08484519053362	-1.30232220609223	-0.867368174975002	3.94027390233668	-9.83640049186057	7.08818730940584e-19	5.95386511872398e-18	32.0498988484009
QARS	-1.30340725982633	-1.56472767666335	-1.04208684298931	6.97090314997487	-9.83532222373935	7.13956204792307e-19	5.99253293207125e-18	32.0427482555365
CCNK	-0.888269652746503	-1.0664105893832	-0.710128716109803	6.39905558655276	-9.83247595247551	7.27696109148649e-19	6.10329277792686e-18	32.0238743552139
LUC7L	-0.908542315264707	-1.09075264159727	-0.726331988932147	3.91454125609548	-9.83227400284629	7.28680924260818e-19	6.1069882987714e-18	32.0225352793546
RPL32	-0.970979882609246	-1.16577707382628	-0.776182691392215	11.0598342005879	-9.82900013303246	7.44832342955881e-19	6.23769294973947e-18	32.0008284197789
RABGEF1	1.68955227905602	1.35058013718434	2.0285244209277	6.64340828849749	9.82854943448896	7.47083551258157e-19	6.25188039688221e-18	31.997840332327
PYCR2	-1.05063959340056	-1.26156847307837	-0.839710713722762	5.4014705190402	-9.82199065634854	7.80620760709592e-19	6.52766481123923e-18	31.9543616375575
RPS19	-1.20190539245239	-1.4432104569246	-0.960600327980172	10.1688243695176	-9.82167696767535	7.82261763670487e-19	6.53438924745289e-18	31.9522824206293
DUSP14	-0.591916946478992	-0.710756139412038	-0.473077753545946	2.56283204745729	-9.82161440088207	7.82589480357929e-19	6.53438924745289e-18	31.9518677130429
CNST	-1.06093751592157	-1.27400897815106	-0.847866053692078	3.7543497080201	-9.818526575601	7.98933975217562e-19	6.66590116720556e-18	31.9314020102174
LIPT1	-1.11290860347899	-1.33642455566841	-0.889392651289575	2.98533170270352	-9.81822036360268	8.00573213435218e-19	6.67461560265231e-18	31.9293725986466
DDX54	-0.719973935735294	-0.864647048570085	-0.575300822900503	3.85135698946734	-9.81320220993653	8.27918570919365e-19	6.89747750768902e-18	31.8961180520332
CASD1	-0.9895673135	-1.18844740560061	-0.790687221399388	3.40897485543216	-9.8115094988812	8.37350672036438e-19	6.97088222670097e-18	31.8849020425272
NUBP1	-1.27457427038376	-1.53081515051902	-1.01833339024849	4.4864912588392	-9.80840814406345	8.54910242000496e-19	7.11178853649338e-18	31.8643540152301
TSC1	-1.05029650079552	-1.26157226722697	-0.839020734364064	5.61666147327638	-9.80266208866551	8.88417678310492e-19	7.3850542118521e-18	31.8262894935383
C5orf53	-0.867808079698878	-1.04238823106988	-0.693227928327875	2.3180845411608	-9.80190802419857	8.92910815039998e-19	7.41690981967347e-18	31.8212947988559
C16orf88	-1.02721928657423	-1.23387346162521	-0.820565111523253	3.81424418448744	-9.80168588487179	8.94238751093365e-19	7.42244620175277e-18	31.819823440735
PRPF31	-1.01110741998179	-1.21456426752771	-0.807650572435872	4.5602617019598	-9.79956472752786	9.07018283153008e-19	7.52295578236738e-18	31.8057743653605
COX19	-0.952222739858546	-1.14385627152698	-0.76058920819011	4.81178944157789	-9.79825740936023	9.14984940137242e-19	7.58342762054662e-18	31.7971161240236
RPAIN	-1.15082485545799	-1.38256588562265	-0.919083825293326	5.01827447719096	-9.79237641903386	9.51692824163444e-19	7.88184271052558e-18	31.7581718778304
MMS19	-0.790438030231095	-0.949612131619636	-0.631263928842554	3.5988740150402	-9.79213111363448	9.5325539804164e-19	7.88896170857175e-18	31.7565476290294
CCDC45	-0.89163077337255	-1.07125903034247	-0.712002516402627	3.17681465118593	-9.7879601568994	9.80218108274377e-19	8.10448844716609e-18	31.7289325093784
C12orf23	-1.15232343986415	-1.38447283338243	-0.920174046345861	2.76392581576884	-9.78788013292812	9.80742765215786e-19	8.10448844716609e-18	31.7284027259094
SNORD72	-0.814498394760505	-0.978597018637813	-0.650399770883196	2.81563703359297	-9.78739448422531	9.83932796345087e-19	8.12486669653022e-18	31.7251876135874
GRPEL2	-1.22725313378011	-1.47458910360984	-0.979917163950377	3.58676867499497	-9.784275418376	1.00466817827871e-18	8.28998992400272e-18	31.704539969796
CCDC107	-1.00981622159524	-1.21333817066691	-0.806294272523568	4.15354144311055	-9.78391991561862	1.00705897000579e-18	8.30361187465467e-18	31.7021867528655
TRAF4	-0.743024146868345	-0.892878142623181	-0.593170151113509	3.04445418352764	-9.7772427848972	1.05302971410261e-18	8.67628447258407e-18	31.6579936773278
ADA	-2.00165118592857	-2.40546686809848	-1.59783550375867	5.11251772459296	-9.77433043523748	1.07372897249875e-18	8.84034228127733e-18	31.6387213899482
DHX38	-0.554708289612045	-0.666639685649571	-0.44277689357452	6.94594766984925	-9.77224923992312	1.08876839405814e-18	8.9575945147511e-18	31.6249504467776
BPI	3.46210730763445	2.76317549871561	4.1610391165533	5.45069798050754	9.76759217087564	1.12318541861863e-18	9.233982980028e-18	31.5941390795004
PDZD8	1.27323836162745	1.01613919285413	1.53033753040077	3.55709106597487	9.76541809835972	1.13962090658439e-18	9.36224437312595e-18	31.5797570894177
APBB1	-0.669109584140058	-0.804239248713129	-0.533979919566987	2.60823738748744	-9.76401305303396	1.15036978234988e-18	9.44363547734479e-18	31.5704629898255
FAM98B	-1.4835388142647	-1.78325476279017	-1.18382286573924	4.06971486223618	-9.76047288963314	1.1779020561626e-18	9.66258543439814e-18	31.5470475880169
PAXIP1	-0.923989701781512	-1.11066709175935	-0.737312311803671	3.07333297587437	-9.76016613357512	1.18031837389127e-18	9.67533439869093e-18	31.5450187781629
POLG	-0.8641427022507	-1.03876670412722	-0.689518700374175	5.03064641440201	-9.75805652071152	1.19706989733624e-18	9.80548787438484e-18	31.5310669205135
ZNF419	-0.565928615823531	-0.680298387129578	-0.451558844517484	2.76153339689447	-9.75735713263017	1.20267547337294e-18	9.83801057415858e-18	31.5264417740597
ZNF703	-0.919857357652663	-1.1057536550056	-0.73396106029973	2.98734292471357	-9.75734242121958	1.20279366492119e-18	9.83801057415858e-18	31.5263444867975
LOC100131541	-2.17179892343558	-2.61082473730785	-1.7327731095633	3.86233998526131	-9.75464247302935	1.22468189085089e-18	1.00097452142234e-17	31.5084904753195
TNRC6A	-1.12231993392998	-1.34922350958145	-0.895416358278501	5.40138545731658	-9.7534247206165	1.23468332751906e-18	1.00841457797809e-17	31.5004383848814
MOAP1	-1.48850620923109	-1.78954518725933	-1.18746723120286	4.97785560145729	-9.75011457285322	1.26228218652045e-18	1.03020586888237e-17	31.4785526328071
SFRS7	-1.33888401016807	-1.60966958757911	-1.06809843275703	6.89578666650251	-9.74987898221038	1.26426969284554e-18	1.03107808816226e-17	31.4769950746355
FAM134A	1.1451709497549	0.913500959272963	1.37684094023684	7.60839561842714	9.74725529627489	1.28661532043362e-18	1.04854009628948e-17	31.4596500226201
PRF1	-2.9308669072325	-3.52400497238596	-2.33772884207903	6.05972143158794	-9.74365953930646	1.31787951816885e-18	1.07323976436073e-17	31.4358813375616
HDAC1	-0.960778755054626	-1.15523203858356	-0.766325471525689	7.07402183933166	-9.74293734509698	1.32424936640096e-18	1.077645133412e-17	31.4311078606578
CHRAC1	-0.782135190420166	-0.940472358265043	-0.623798022575289	6.05448283463819	-9.74048884578095	1.34607427014928e-18	1.09461198982719e-17	31.4149249803053
KLHDC4	-0.970484244543416	-1.16696967326182	-0.773998815825015	3.4008979828995	-9.73957350992941	1.35432476350219e-18	1.10052371441141e-17	31.4088756153456
RAB11FIP4	-1.82714953527171	-2.19708224100262	-1.4572168295408	4.85940843726633	-9.7394215165235	1.35569963700927e-18	1.10084380076107e-17	31.4078711252908
PI4KA	-1.09514744822969	-1.31697102606792	-0.873323870391462	4.71738813223618	-9.73524059695724	1.39406787492666e-18	1.13118074421019e-17	31.3802425488752
SLC36A1	1.26894901609384	1.01185564247942	1.52604238970826	5.40216814129146	9.73273927798476	1.41753690976737e-18	1.14939300588218e-17	31.363715207888
KCTD6	-1.40274898476331	-1.68696881769348	-1.11852915183314	5.32186409834673	-9.73211837278379	1.42342328949443e-18	1.15333257434704e-17	31.3596128407668
SUN2	-1.07655114154202	-1.29468955122919	-0.858412731854843	7.12911132657789	-9.73160163274698	1.42834068496025e-18	1.15648190235382e-17	31.3561987714176
CLEC1B	2.60093690982073	2.07377742418335	3.12809639545811	5.51247699662814	9.72903109926443	1.45305462928096e-18	1.17564376710821e-17	31.3392163715668
LEPROTL1	-1.20511655787115	-1.44955423182895	-0.960678883913348	7.07841126618593	-9.72171109103446	1.52578646242122e-18	1.23360055340712e-17	31.2908649769199
GSTO1	1.15771395872549	0.922880870871911	1.39254704657906	8.87698877844221	9.72128734552757	1.5301059906176e-18	1.23620226254216e-17	31.2880663750984
OTUD4	-1.143117473479	-1.37499433899489	-0.911240607963103	4.25716859762814	-9.72109621896572	1.53205825328244e-18	1.23688904448457e-17	31.2868041053576
AMIGO2	-1.39498352355182	-1.67797720436707	-1.11198984273657	3.21263817053769	-9.72017624543997	1.54149004892315e-18	1.24360900999394e-17	31.2807283870546
CCNDBP1	0.822492576592438	0.655594742612521	0.989390410572356	9.74888865138191	9.71769101260561	1.56725903947993e-18	1.26349001013246e-17	31.2643163560532
KHSRP	-1.27749621586415	-1.53674165334888	-1.01825077837943	6.17801247328643	-9.71695742587295	1.57494707703825e-18	1.26877646076979e-17	31.2594721665096
CA1	4.019933160007	3.2040715885272	4.8357947314868	8.79413100444221	9.7159250049585	1.58583050882038e-18	1.27662768794708e-17	31.2526548664685
AGAP5	-0.763332180438376	-0.91826312534946	-0.608401235527293	4.22544100382412	-9.71532205102744	1.59222121658304e-18	1.2808535120068e-17	31.2486735496733
C10orf18	-1.15509016565546	-1.38968961156237	-0.92049071974856	3.20935696117588	-9.70891510713148	1.66173122263732e-18	1.33581287825473e-17	31.2063738086212
NECAP2	-0.888218964572834	-1.06863241847195	-0.707805510673722	6.73959167322111	-9.70807047079858	1.6711172192321e-18	1.34239638040248e-17	31.200798116957
VEZT	-0.77724572759664	-0.935135670713401	-0.619355784479879	2.33320960296482	-9.70701441659052	1.68292681267997e-18	1.35091592932008e-17	31.1938270374223
APEX1	-1.46572485309944	-1.76352528242629	-1.16792442377259	6.57841222940703	-9.70529927179095	1.70228401002839e-18	1.36547756687195e-17	31.1825058364794
PECR	1.72052477906162	1.37094691223614	2.07010264588711	4.52786182253266	9.70507292886724	1.70485501328035e-18	1.36656306850229e-17	31.181011862175
POLD2	-1.19092206803922	-1.43294320908438	-0.948900926994056	4.14676575759296	-9.70312973624245	1.72708704473261e-18	1.38339549007776e-17	31.1681863496332
CSNK1G2	-0.90630674853922	-1.09055628546306	-0.722057211615384	7.67867883238694	-9.69952816056662	1.76905794795858e-18	1.41600344450722e-17	31.1444175582495
HERPUD1	-0.818037346599442	-0.984355022353381	-0.651719670845503	7.79320842294472	-9.69876694351467	1.77805783157134e-18	1.42219280013497e-17	31.1393942692776
PQLC3	-1.88623197653502	-2.26981017918749	-1.50265377388255	5.707321602	-9.69667818920311	1.80298783972586e-18	1.44110609240766e-17	31.1256112552648
TEF	-0.586459053460784	-0.705771079270097	-0.467147027651471	2.64638698099497	-9.69248806335775	1.85405159802559e-18	1.48086598099951e-17	31.0979651729283
STK32C	-0.776217634516807	-0.934164486690098	-0.618270782343516	2.90966495989447	-9.69068171145583	1.87650640837314e-18	1.49773505794903e-17	31.0860483414121
RNF216	-0.847561848459385	-1.02004335271116	-0.675080344207613	5.57076940285427	-9.68970750973759	1.88872881408562e-18	1.50641895889615e-17	31.0796216860447
THOC2	-1.04871570345658	-1.26215740673198	-0.835274000181188	6.17374362823618	-9.68858363668343	1.90292740838562e-18	1.51666558074598e-17	31.0722079600533
FTSJ2	-0.796087430896359	-0.958140587803939	-0.634034273988778	3.45087032942211	-9.68690567108107	1.9243240320414e-18	1.53263053850735e-17	31.0611396882408
PDIA3	-1.21457300104482	-1.46183556349753	-0.967310438592105	7.5939539829397	-9.68605780814419	1.93522641925719e-18	1.54022062956767e-17	31.0555472382111
SLC25A43	-0.877944324180674	-1.056748188842	-0.699140459519351	2.83910782265327	-9.68215149187282	1.98625541856248e-18	1.57971355826422e-17	31.0297836930201
RBM25	-1.21982557304762	-1.46830821739343	-0.971342928701804	6.5275478249598	-9.68018089607902	2.01250336976356e-18	1.59945558183333e-17	31.0167883285647
EIF4H	-0.644567281145658	-0.775881607789358	-0.513252954501959	9.62554503727638	-9.67916615050869	2.02615386736015e-18	1.60916480534434e-17	31.010096820201
OSGEP	-0.933553884589634	-1.12386110902438	-0.743246660154888	4.51288780717588	-9.67310528033339	2.10962472960976e-18	1.67427218639892e-17	30.9701350445093
SF3A1	-1.03304176828292	-1.24363832201616	-0.822445214549675	7.0013989509598	-9.67271564796587	2.11510631093101e-18	1.67693317713202e-17	30.9675663482523
KIAA0562	-0.971965656484593	-1.17011244546239	-0.773818867506795	4.59068434921608	-9.67265461105485	2.11596629729009e-18	1.67693317713202e-17	30.96716395876
RUNX2	-1.96594249065126	-2.36674917243748	-1.56513580886504	4.78515949145729	-9.67203046507277	2.12478025864727e-18	1.68217585546095e-17	30.9630492914336
IVD	-0.772110823403363	-0.929525898098166	-0.61469574870856	3.81854539608543	-9.67197399250496	2.12557954290111e-18	1.68217585546095e-17	30.9626770021074
SFPQ	-1.23671408091037	-1.48890886928221	-0.984519292538519	6.06906629038693	-9.66974446396206	2.15737528616399e-18	1.70613569142582e-17	30.9479797004345
CCT7	-1.0428774970028	-1.25555414051179	-0.830200853493807	6.40737416857286	-9.66930586429097	2.16368570619804e-18	1.70992119682777e-17	30.9450885459373
VMA21	-1.2737431462633	-1.53360941378447	-1.01387687874213	5.64684383533668	-9.66526466677523	2.2226998376051e-18	1.75532284149222e-17	30.9184520663463
RALGAPA2	1.15304352234874	0.91774266656991	1.38834437812757	6.10889030107538	9.66282230347109	2.2591393276305e-18	1.78284539624961e-17	30.9023558238338
GAPDH	0.711445703963584	0.566219172299294	0.856672235627873	11.0700562820653	9.6600104253544	2.30182828471313e-18	1.81525769578712e-17	30.8838261346827
PTGER4	-2.4634784572577	-2.96641998821167	-1.96053692630374	6.13061596601508	-9.6585752726371	2.32392456445519e-18	1.83139617010647e-17	30.874369528585
ANXA1	1.52701621497619	1.21524059333187	1.83879183662051	9.64051178653769	9.65791312113412	2.33419035892679e-18	1.83819538300887e-17	30.8700066058311
SFRS6	-1.16643521950981	-1.40459616711246	-0.928274271907153	6.05216403076884	-9.6576591598768	2.33813965313213e-18	1.8400142487692e-17	30.8683332812781
MAK16	-0.600798809281514	-0.723475737630621	-0.478121880932406	3.47563425611558	-9.6571275902411	2.34642749996286e-18	1.84524242498832e-17	30.864830875183
SLC25A32	-1.09678854185294	-1.32077166697821	-0.87280541672767	2.80286685811558	-9.65582540485006	2.36685389904456e-18	1.86000241282059e-17	30.8562513301971
ATP5E	0.842580626361345	0.670490400271698	1.01467085245099	10.1133187044221	9.6546617595247	2.38525671371502e-18	1.87315261310777e-17	30.8485849204709
KDM4C	-0.667725932908964	-0.804117183672293	-0.531334682145636	3.30365775886935	-9.65369405228991	2.40066914662769e-18	1.88393770373818e-17	30.8422096581957
ZNF518B	-0.810485272654063	-0.976165338112	-0.644805207196125	4.24157396423116	-9.64620905095905	2.52327535396935e-18	1.97876981287519e-17	30.7929062263945
HEATR5B	-1.28783389518207	-1.55112830931071	-1.02453948105344	4.50737705755779	-9.64495054792056	2.54449303038484e-18	1.9940154180851e-17	30.7846178725305
MRPL45	-0.981473341161065	-1.18222441665244	-0.780722265669689	3.76634815117588	-9.64056365556363	2.61985057235706e-18	2.05163734284654e-17	30.7557293773654
ARL8A	0.867946576463584	0.690364083810045	1.04552906911712	4.86396227314573	9.637727575753	2.66974560560268e-18	2.0892528023761e-17	30.7370558062522
CSF1R	-1.48627188354062	-1.79039080228541	-1.18215296479583	3.95909536146231	-9.63688383235132	2.68477114588814e-18	2.0995471637043e-17	30.7315007401728
XRRA1	-1.79054127966387	-2.15693685341768	-1.42414570591005	4.24062714796985	-9.63642440236008	2.69298809825594e-18	2.10450643723038e-17	30.7284760038599
MZF1	-0.713957038478993	-0.860067913673289	-0.567846163284697	4.88527802558794	-9.63543523620405	2.71076443428792e-18	2.11692404186354e-17	30.7219638362196
BTN2A2	-0.95493883220028	-1.15041148323925	-0.759466181161308	3.05708111464824	-9.63321715828456	2.75105098129225e-18	2.14689110654114e-17	30.7073620204879
ZDHHC14	-0.688305307352941	-0.829208231933672	-0.547402382772211	2.36431541965829	-9.63258633759078	2.76261683694685e-18	2.15441877305195e-17	30.7032094916074
ARHGAP25	-1.202901167507	-1.44924540564709	-0.956556929366914	8.2245901868191	-9.62873727710952	2.8342431106841e-18	2.20874140195118e-17	30.6778742679532
PSTPIP2	1.65447988713585	1.31560657130372	1.99335320296799	7.4432123891005	9.62733134457729	2.86086378356745e-18	2.22793985976363e-17	30.6686210800718
NPCDR1	-1.05009416760364	-1.26522022621655	-0.834968108990728	2.45247030196985	-9.6253609684387	2.89859090942033e-18	2.2557550059303e-17	30.6556538170415
CD8B	-1.28846762321569	-1.55251734607006	-1.02441790036132	3.20561910973869	-9.62209395932941	2.96223832517747e-18	2.30368943070974e-17	30.6341553994793
CBY1	-0.624068012740897	-0.751962183159122	-0.496173842322672	3.03079233886935	-9.62194728276921	2.96512823418325e-18	2.30433996149616e-17	30.6331902628492
IPO9	-1.00756289058123	-1.21423491822577	-0.8008908629367	3.25506812575377	-9.61329484978919	3.1406588631782e-18	2.43906392820662e-17	30.5762664629884
FAM3C	-1.30215099739076	-1.5692560284608	-1.03504596632071	2.83054810122613	-9.61304729702139	3.14583015048916e-18	2.44139045289e-17	30.5746381043222
TCN1	3.16027655190336	2.51200074320318	3.80855236060354	7.25752644540201	9.61273727211011	3.15231840345762e-18	2.44473511566009e-17	30.572598836461
C16orf54	-1.02067191389636	-1.23011931530586	-0.811224512486858	8.98810876211558	-9.60932732851548	3.2245664943205e-18	2.49903903309839e-17	30.5501706493282
SLC25A36	-1.32871907168628	-1.60150969399153	-1.05592844938103	5.12924190727136	-9.60473819830724	3.32440453020773e-18	2.57463544775646e-17	30.5199912034413
TTF1	-1.02343653146919	-1.23356626908912	-0.813306793849252	5.06792458663317	-9.60406733356249	3.33925471354814e-18	2.58435285485774e-17	30.5155798450362
TMEM56	2.14472412647479	1.70429081186818	2.5851574410814	5.11191784508543	9.60225145994188	3.37978247097682e-18	2.61391584350805e-17	30.5036398977675
DPH3	1.1886641042661	0.944531367762661	1.43279684076955	5.4446413159196	9.60096592097834	3.40876928256623e-18	2.6345185185233e-17	30.4951875696414
CDC42EP3	1.1442519074944	0.909201701801846	1.37930211318695	8.82862637281407	9.5993717108883	3.44505976505125e-18	2.66073370154199e-17	30.4847063265118
ATP6V1C1	1.81111356957143	1.43838350451657	2.18384363462629	6.94913283408543	9.58149017943833	3.87940455745245e-18	2.99413190809707e-17	30.3671867583537
DAAM2	3.08249083893417	2.44784669185534	3.71713498601301	4.70838792463819	9.57752545256768	3.98285350174199e-18	3.07186130560472e-17	30.3411410136567
AHI1	-1.18001869240196	-1.42304013684525	-0.936997247958673	3.23394262329146	-9.57472013319608	4.05770363864384e-18	3.12744163687234e-17	30.3227142416043
UBE2M	1.06683321383613	0.847115808985336	1.28655061868693	5.87500391473367	9.57445068995379	4.06496600539064e-18	3.13088871053492e-17	30.3209445053697
CLEC2D	-1.17367834908264	-1.41542077729888	-0.931935920866395	4.26043279398995	-9.573660279167	4.08634479325059e-18	3.13969815086442e-17	30.3157530964247
CCDC23	1.24271118026611	0.986749396423216	1.498672964109	6.16330689813065	9.57363524372571	4.08702376796063e-18	3.13969815086442e-17	30.3155886665172
RINT1	-0.814067141824931	-0.981741204204921	-0.64639307944494	2.58856018839698	-9.57361897125095	4.08746514643743e-18	3.13969815086442e-17	30.315481790854
GOT2	-1.1392203507507	-1.37386659770391	-0.904574103797496	4.65220963234171	-9.57361418785379	4.0875949014551e-18	3.13969815086442e-17	30.3154503740877
ALG2	-1.16223488378151	-1.40163811623936	-0.922831651323655	5.17950577324623	-9.57294791082196	4.10570849391657e-18	3.15145422152748e-17	30.3110744047764
RPL3	-1.28331770191037	-1.5477628615691	-1.01887254225163	9.39959350256281	-9.56930423260489	4.20618766072305e-18	3.22637306415817e-17	30.2871454700789
RPL29	-0.993232975110645	-1.19793393485698	-0.788532015364311	10.4563926959548	-9.56782118633838	4.24778140353299e-18	3.25605211136935e-17	30.2774069020038
HIC2	-0.910003521717088	-1.09778913419836	-0.722217909235814	3.66141016745226	-9.55570111819698	4.60339607623756e-18	3.52623281689678e-17	30.1978402112664
GABARAPL2	0.83305764432353	0.66112402921618	1.00499125943088	9.49621402681909	9.55423806573249	4.64827841252855e-18	3.55818419818523e-17	30.188237985267
XPA	-0.688350135789916	-0.830443514542062	-0.546256757037771	2.88510360069347	-9.55250691291519	4.70194768916457e-18	3.59681369923686e-17	30.1768768815289
