logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B
FPGT	0.358347649956583	-0.00830315890055822	0.724998458813723	4.0843681488593	1.9272307334863	0.0553665373066112	0.0712526699145402	-5.608376221039
VGLL4	-0.150323352	-0.304277601606091	0.00363089760609114	3.78415419215578	-1.92538050225817	0.055598947146877	0.0715435597846868	-5.61188111367085
TMEM205	-0.26978432914706	-0.546127538859532	0.00655888056541115	5.7030738130402	-1.9250841629226	0.0556362466773801	0.0715833478804814	-5.61244216785686
NFKB2	0.152209243595236	-0.00383627333543679	0.30825476052591	2.82197415282915	1.92340849986163	0.0558475538102085	0.0718469848513309	-5.6156131064508
C2orf68	-0.245295973092437	-0.496786421169936	0.00619447498506115	5.56626059973367	-1.92331634956115	0.0558591938053822	0.0718537222471342	-5.61578740975592
MGAT4B	0.260494947193275	-0.00658584194966305	0.527575736336214	6.6434347998392	1.92326200678776	0.0558660590847607	0.0718543169110813	-5.61589019593648
ITGB2	-0.213290899736698	-0.432027065682345	0.00544526620894825	9.591352146	-1.92279741786352	0.0559247808524412	0.0719216010458509	-5.61676882450664
LCE1F	0.143113413211484	-0.00370452332958338	0.289931349752552	2.95303080934673	1.92213117728436	0.0560090807908847	0.0720217605861474	-5.61802845882987
KIAA2018	-0.273752061522411	-0.55469950988382	0.00719538683899751	6.873976093	-1.92138371622345	0.056103784504305	0.0721352737978129	-5.61944115274796
FAM32A	-0.17351113288795	-0.35162855108858	0.00460628531267993	6.93824293545226	-1.9208911399686	0.0561662675873198	0.0722073381675911	-5.62037182749195
SNCG	0.140193684338936	-0.0038244191563658	0.284211787834238	3.1157409221206	1.91952229663233	0.0563402113664229	0.0724226634540662	-5.62295691586951
DNAJC13	0.245930151661064	-0.00677975855472429	0.498640061876853	3.77309206911558	1.91898377851809	0.0564087665080613	0.0725024828488677	-5.62397343146235
COX6A2	0.145768891836135	-0.00407351741065717	0.295611301082926	2.54778612351256	1.9182795827156	0.0564985185162192	0.0726095252850448	-5.62530226821946
HSPG2	0.118928212830532	-0.00333708817558252	0.241193513836646	3.51959664880905	1.91806566295235	0.056525806978662	0.0726362768710116	-5.6257058475839
SLC16A1	0.239048990399159	-0.00672461539526858	0.484822596193588	2.67090946726131	1.91793317848593	0.0565427127698409	0.0726496820131847	-5.62595576999818
SUMO3	-0.193843712492999	-0.393282295831014	0.00559487084501617	6.00659567749749	-1.91656846323144	0.0567171053203556	0.072865409949059	-5.62852923869351
SLC2A4RG	-0.169085950008406	-0.343105710592565	0.00493381057575396	3.30348983900502	-1.91597904337262	0.0567925647043274	0.0729540019587868	-5.62964017263159
CHADL	0.142478434233893	-0.004233173713383	0.289190042181169	2.6191090559196	1.9149897611847	0.0569194048961745	0.0731085683581172	-5.63150402364419
ISOC2	-0.154103028535015	-0.312789164852333	0.00458310778230245	4.03319983698995	-1.91493478041437	0.056926461180695	0.0731092638326572	-5.63160758260948
MTG1	-0.177798296030812	-0.361029403670782	0.00543281160915868	3.88182318133668	-1.91341946196379	0.0571212273792964	0.0733510028207419	-5.63446063087445
OXR1	-0.248946861550419	-0.505530527883876	0.00763680478303846	5.33124093817588	-1.91319593070499	0.057150005405173	0.0733795607158868	-5.63488131224851
ICAM1	0.346978298340333	-0.0107171438705792	0.704673740551245	4.77567701401005	1.91280503322179	0.0572003598182938	0.0734358125936269	-5.6356168596543
NFXL1	-0.320566969012605	-0.651050203650448	0.00991626562523773	2.78200253729648	-1.91271884902822	0.0572114668462057	0.0734416702068314	-5.63577901199033
CYHR1	0.153338998605039	-0.00479234950629712	0.311470346716376	4.52991356534673	1.91212574424336	0.0572879525248232	0.0735314426665407	-5.63689472544132
NDUFAF3	0.203191335817925	-0.00636096372355749	0.412743635359407	7.65101297551256	1.91202934753918	0.0573003917532402	0.0735389977418643	-5.63707602967635
BAX	-0.20635598004622	-0.419336289109136	0.00662432901669679	6.41882943857286	-1.910554388557	0.0574910058886679	0.0737751936057897	-5.63984905373626
MAZ	-0.16234215862885	-0.329910401982783	0.00522608472508249	5.03938327235678	-1.91038719702656	0.0575126461183854	0.073794524896012	-5.64016325510192
RNF43	0.11639122613025	-0.00375567429984486	0.236538126560345	3.71668706500503	1.9102467587629	0.0575308288446885	0.0738094159477643	-5.64042715883634
BAK1	-0.220416052960783	-0.448015328677714	0.00718322275614841	4.80159455124623	-1.90965161668412	0.0576079361210361	0.0738998924497333	-5.6415453089796
TMEM173	-0.193283007808124	-0.392887910455477	0.00632189483923015	3.64754416321608	-1.90943232563251	0.0576363695316411	0.0739279162057465	-5.64195722728947
SHISA5	-0.268683156379555	-0.546207600963571	0.00884128820446134	8.31655016490955	-1.90906624531714	0.0576838619170458	0.0739803769637815	-5.64264477427367
LIN54	0.133905775561624	-0.00449696634941515	0.272308517472663	2.91729988062312	1.90781568315772	0.0578463473246429	0.0741802890729222	-5.64499253578188
ZNF222	0.18832278302381	-0.00652562002107795	0.383171186068697	2.61138603257286	1.90584603184587	0.0581030410190915	0.0745009513615453	-5.6486872820446
POLR3D	0.126570194022408	-0.00440398709951165	0.257544375144328	2.91781239892462	1.90558161213198	0.0581375738615443	0.0745367135695476	-5.64918301035319
C18orf45	0.111984274421569	-0.00392534322669549	0.227893892069833	2.78353242298995	1.90510697307823	0.0581996041546341	0.074607717366153	-5.65007268691447
NAA10	-0.176377088521012	-0.359013875635368	0.00625969859334349	5.81408807966332	-1.90430150314139	0.0583049973158881	0.0747342866794855	-5.65158199296779
AIPL1	0.115215299336135	-0.00425157979067632	0.234682178462946	2.41041284933166	1.901710626598	0.0586450890849261	0.0751616251383098	-5.65643265642994
HSPA6	-0.344946034372549	-0.702750866994807	0.0128587982497095	7.26010540852261	-1.90102029759833	0.0587359847417196	0.075264351771431	-5.65772402234925
SEMA6C	0.152094568268908	-0.00567141948659378	0.30986055602441	3.34352508927136	1.90100002686378	0.058738655570682	0.075264351771431	-5.65776193502321
SAMD4A	-0.17385985727171	-0.354223949723724	0.00650423518030369	2.72814086622613	-1.90077642705111	0.0587681233496508	0.0752935129843339	-5.65818011140314
VAMP4	-0.281601052095239	-0.573810697917735	0.0106085937272565	5.04734768818593	-1.90029718323982	0.0588313236087176	0.0753658805407567	-5.65907623339728
C14orf180	0.134552446217087	-0.00512126533821222	0.274226157772385	2.86631581296482	1.89958496452442	0.0589253524481864	0.0754777200289405	-5.66040758477931
ARL6IP4	-0.180613556211488	-0.368117472509793	0.00689036008681745	6.62548586745729	-1.89942347077242	0.0589466907181615	0.07549643497366	-5.66070939831735
ATP5S	0.186019431133052	-0.00716394910128354	0.379202811367387	3.08944219156281	1.89876120816851	0.0590342634958511	0.0755999663300742	-5.66194683329954
PSAT1	0.287135031007005	-0.0111418804853313	0.585411942499341	2.96391463630151	1.89822785637235	0.0591048691234418	0.075681748208953	-5.66294309639362
PALMD	0.127931948673669	-0.0050080098447762	0.260871907192114	2.54128130808543	1.89760263902449	0.0591877258993861	0.0757791968103721	-5.66411061407729
XIAP	-0.182125350690476	-0.371413206611835	0.00716250523088291	7.1992738518794	-1.89727134934255	0.0592316693370838	0.07582680735806	-5.66472910707613
ARHGAP4	-0.178965097806725	-0.365132711421398	0.00720251580794801	7.34972438133668	-1.89559698708122	0.0594541802380076	0.0761029782857216	-5.66785342231518
RB1	0.253574157383754	-0.0103720199528076	0.517520334720315	3.51731689098995	1.89439881700132	0.0596138371396909	0.0762986405544721	-5.67008754232749
UBE2D3	-0.173928129535016	-0.355022321777692	0.00716606270766085	9.93507662855276	-1.89385665045826	0.0596861988398633	0.0763825434349351	-5.67109802372708
ATP2B4	-0.286455744749302	-0.584729609863868	0.0118181203652631	7.79171888023116	-1.89375648799075	0.0596995753205395	0.0763909503132377	-5.67128467440954
RGL3	0.123545253596638	-0.00513819863267884	0.252228705825956	2.40209387702513	1.89315059061979	0.0597805450300064	0.0764858369999694	-5.6724135485611
FLNB	-0.196967130953781	-0.402151358527411	0.00821709661984898	3.25253607321608	-1.89291705725066	0.0598117779915736	0.0765170739422525	-5.67284856185129
MAPRE1	0.197243794614842	-0.00829501788213652	0.40278260711182	8.21026896274372	1.89230573400024	0.0598936014821352	0.0766130167368656	-5.67398705649274
CCDC30	-0.114248072945379	-0.233308899123572	0.00481275323281315	2.42635622592965	-1.89217713863638	0.0599108254255718	0.0766263144433288	-5.67422650022948
HS1BP3	0.159603723872551	-0.00678950526606265	0.325996953011165	4.9805886608191	1.89142519353041	0.0600116231269333	0.0767464882883699	-5.6756263028752
UCHL5	-0.167629721557423	-0.342402668931954	0.00714322581710816	2.9161509379196	-1.89129211877364	0.0600294764502767	0.0767585256939332	-5.67587397568847
GUCA1B	-0.114735683268908	-0.234363081974606	0.00489171543678935	2.76362751248241	-1.89125307254496	0.06003471573834	0.0767585256939332	-5.6759466436009
TOMM6	0.183715831422969	-0.00795229441319356	0.375383957259132	5.3779087601407	1.89007259760683	0.0601932942896738	0.0769525117929732	-5.67814291118132
NAT15	0.183521685857142	-0.00795504179580514	0.374998413510088	4.96886249099498	1.88996252439602	0.0602080987405232	0.0769626704711416	-5.67834763439243
STX6	-0.177526463455185	-0.362906566457921	0.00785363954755178	6.48056195047739	-1.8883469092973	0.0604257433111131	0.0772320833072109	-5.68135116466521
RNF40	-0.182061586631654	-0.372195487976268	0.00807231471296133	6.83825385268342	-1.88816769563729	0.0604499261765217	0.0772541933211395	-5.68168418144533
GPR172B	0.10669145117367	-0.00483976399799826	0.218222666345338	2.73761977266834	1.88631834183891	0.0606999479859958	0.0775648845705813	-5.68511888970904
DMXL1	-0.256459303427171	-0.524599142359493	0.01168053550515	3.1278474258392	-1.88598794997526	0.0607447058019441	0.0776132401809651	-5.68573216733079
DLK1	0.108808469366947	-0.00500815561673895	0.222625094350634	2.65191965255779	1.88511911501134	0.0608625374065188	0.0777549402067343	-5.68734441521329
TNFRSF13B	0.178089946614845	-0.00825597591625182	0.364435869145942	4.69474497492462	1.88452242111665	0.0609435716329988	0.0778496028304511	-5.68845125107269
FAM18A	0.125450280579832	-0.00582886053886414	0.256729421698528	2.69600078233668	1.88433324201078	0.0609692819619675	0.077873580944366	-5.68880209778788
SFRS12IP1	0.180281230799721	-0.00840787544767016	0.368970337047111	5.3823272721206	1.88401990304652	0.0610118861127407	0.0779191289356068	-5.68938313341805
SNAPC2	0.124582113007004	-0.00584191548767035	0.255006141501677	2.99110353545226	1.88356183260022	0.0610742138589805	0.0779898529728583	-5.69023238200041
HECA	-0.229002808302526	-0.469047112355543	0.0110414957504917	7.14456464641709	-1.88118368020187	0.0613986538144146	0.0783952318927479	-5.69463820050179
NUDT21	0.196287871357142	-0.00950601984172825	0.402081762556012	4.73430466731156	1.88080073476424	0.0614510313934649	0.0784531825139321	-5.69534715164039
FGD2	-0.132984842771708	-0.272519937535247	0.0065502519918314	3.54925468439698	-1.87931894550531	0.0616540552351215	0.0787034248491108	-5.69808909212102
FBXL3	-0.399189226610643	-0.818773207011118	0.020394753789832	7.3853616669397	-1.8760383534743	0.0621055285498543	0.079270728092182	-5.70415216151293
MAPK11	0.138772047843137	-0.00712731442027259	0.284671410106546	2.39368780105025	1.87555758610992	0.0621719224600375	0.0793464476113432	-5.70503983897309
DHRS1	-0.275370776816527	-0.565047274640878	0.0143057210078234	5.36989553847739	-1.87450407081748	0.0623176196756964	0.0795233486468803	-5.70698425666424
OCRL	0.182489898406162	-0.00961344925230348	0.374593246064628	3.57720482194975	1.87320667096245	0.0624974361026663	0.0797437439390701	-5.70937735005426
NLRX1	0.205817030497199	-0.0109073747117077	0.422541435706106	5.16343433950754	1.8726442769792	0.0625755167434022	0.0798342938715847	-5.71041420583017
AP2A1	0.184961302718487	-0.00988164698599817	0.379804252422972	4.1116237830402	1.87187989310454	0.0626817711860592	0.0799607634704963	-5.71182297767517
UBTD2	-0.161244718676472	-0.331181406815151	0.00869196946220588	2.99642975316583	-1.8710274029525	0.0628004502432288	0.0801030521288376	-5.71339347581065
ST14	0.235873737449579	-0.0127363046506175	0.484483779549775	3.81503585734673	1.87086616551183	0.0628229178816766	0.0801226030762785	-5.71369043746162
MOGAT2	0.11774777362605	-0.0064738949132877	0.241969442165388	2.37425220890955	1.86911983103858	0.0630666901959826	0.0804243633385587	-5.71690519392457
PPIL5	-0.209704976851541	-0.430982298113872	0.0115723444107898	3.44161514148241	-1.86876043892948	0.0631169556613669	0.0804793178538643	-5.71756642464495
C5orf22	-0.184673657183473	-0.379755193684435	0.0104078793174889	4.49863247623116	-1.86668304032559	0.0634081599149334	0.0808414417820248	-5.72138613861131
RTN4	0.174595453777304	-0.00984893523043368	0.359039842785041	9.66006322766332	1.86659149410011	0.0634210183110155	0.0808486501745106	-5.72155437032767
C2CD4C	0.124335038533615	-0.00702397593746609	0.255694053004696	3.22259885240704	1.86644609373314	0.0634414454116332	0.0808655043627156	-5.72182155178655
TRIM41	-0.200638213483195	-0.412670595218659	0.0113941682522682	4.5325757190201	-1.86592103144657	0.0635152563062957	0.0809503925348382	-5.72278621631565
C21orf57	-0.180776033871153	-0.371868190044576	0.01031612230227	4.66930851756784	-1.86543358993011	0.0635838426114121	0.0810286034278068	-5.72368152791889
CDHR5	0.13448323617507	-0.0077463669780839	0.276712839328223	2.83509513230653	1.8644895452082	0.0637168513733518	0.0811888845363636	-5.72541486622498
KCNIP2	0.148763023408964	-0.00865472128090153	0.306180768098829	2.77534279526633	1.86347302163938	0.063860330675136	0.0813624694410054	-5.72728033378547
TMED2	-0.185414973432772	-0.381710869560655	0.0108809226951104	8.11636018549749	-1.86258191841321	0.0639863283019149	0.0815137446025756	-5.72891482873468
C5orf4	0.4892084222493	-0.0287776755133154	1.00719452001192	6.36462001252764	1.86233420897895	0.0640213899168026	0.0815491529678047	-5.72936905254705
SLC27A1	-0.184370716135858	-0.379666609870997	0.0109251775992822	3.88451587646734	-1.8615753946941	0.0641288944968408	0.081676819208211	-5.73076012416876
AMDHD2	-0.187976676644258	-0.387128970616832	0.0111756173283165	3.59582073482412	-1.86123175406588	0.0641776289652531	0.0817296132828042	-5.73138991204863
SFXN4	-0.134386251322129	-0.276870745730064	0.00809824308580595	2.54806290401508	-1.8598119474502	0.0643793099726215	0.0819715473361153	-5.73399079161417
UBQLN1	-0.207929098865552	-0.428390623788227	0.0125324260571225	7.53292489509045	-1.85979152256403	0.0643822151328213	0.0819715473361153	-5.7340281930521
PLCL1	0.235060644761905	-0.0142972025446348	0.484418492068445	2.72617423337688	1.85882576027301	0.0645197060909792	0.0821372821047043	-5.73579621504015
AMHR2	0.16704558689776	-0.0102789252000592	0.344370098995578	3.16286261029146	1.85758216447908	0.0646971103999083	0.0823537854931682	-5.7380715605021
C2orf64	-0.17258555011905	-0.355840470784355	0.0106693705462559	5.89601957128141	-1.85707988398817	0.0647688777641852	0.082435788393976	-5.73899014113088
CDC40	0.251584175955179	-0.0155756824735252	0.518744034383883	6.23778796989447	1.85692308917458	0.0647912946337018	0.082454968062985	-5.7392768414812
PDCD1	0.120162091841737	-0.00744327497254535	0.247767458656018	2.67826925326633	1.85686503844079	0.0647995957514532	0.082456181372356	-5.73938298169901
SGMS1	-0.339623311294118	-0.70034355133044	0.0210969287422041	3.74374526659799	-1.85655910604559	0.0648433579694415	0.082502512826879	-5.73994229688015
PIGV	-0.142126665407565	-0.29313494830563	0.00888161749050068	3.7624590558392	-1.85590865395083	0.0649364837877973	0.0826114533117827	-5.74113117789121
IL1B	-0.470781972029415	-0.970997096944098	0.0294331528852679	6.77321612397487	-1.85585825884073	0.0649437035391683	0.0826114533117827	-5.74122327208739
ARHGEF19	0.136639272359944	-0.00856217752493257	0.28184072224482	3.03633011	1.85560864467506	0.0649794738341668	0.0826475864634501	-5.74167939215368
OBFC1	0.35588336865686	-0.0224576296155689	0.734224366929289	5.21773898233166	1.8548384360754	0.0650899497599087	0.0827787189716336	-5.74308642103891
GCNT2	0.196131017312323	-0.0124759999591085	0.404738034583755	3.22993633382915	1.85395490786179	0.0652168720220658	0.0829307351650563	-5.74469976894442
IL17RC	0.32151078590196	-0.0205884955658849	0.663610067369806	6.30550672121106	1.85321234453394	0.0653237031168475	0.0830571715813803	-5.746055136552
EPC2	-0.29521644187255	-0.609362783287478	0.0189298995423777	5.01466675022613	-1.85306364058955	0.0653451143188987	0.0830749827672688	-5.74632649616055
RGS14	0.22553158811624	-0.0145184552325008	0.465581631464981	6.17586697638191	1.85262443898598	0.0654083869967361	0.0831460034976634	-5.74712784215246
INCA1	0.126762459995799	-0.00823857684197454	0.261763496833573	2.59888494915075	1.8515496150441	0.0655634440143659	0.0833336695808375	-5.74908813976446
LMNB2	-0.147957479581232	-0.305575706873171	0.0096607477107076	2.71100248341206	-1.85102500382444	0.0656392366612567	0.0834205564906708	-5.75004454297854
RNF167	0.22167052807703	-0.0145894582800594	0.457930514434119	4.41544874451256	1.85011864879905	0.0657703528018684	0.0835777260947308	-5.75169627500645
ISY1	0.134807869334735	-0.00888749260709329	0.278503231276564	6.89021287476884	1.84992573234412	0.0657982887531194	0.0836037586489476	-5.75204774306385
ZNF775	0.130780473306721	-0.00866109086736755	0.27022203748081	3.09272219254271	1.8494068352891	0.0658734783806414	0.0836898193578126	-5.75299292857327
FEM1A	0.2385767249986	-0.0158591050141167	0.493012555011317	4.88792709372362	1.84897739993243	0.0659357587017816	0.0837594616426753	-5.75377496332876
MTHFD1L	-0.185559564805323	-0.383574189610257	0.0124550599996119	2.53230083394472	-1.84785494933758	0.0660987768480283	0.083957042873636	-5.75581820321426
CLEC4C	-0.195852929931372	-0.405012342764996	0.0133064829022525	2.38418024839698	-1.84643684759232	0.0663052118917242	0.0842097202183034	-5.75839791389658
TARS	0.134391047121848	-0.00920792741840523	0.277990021662101	6.35725099554271	1.8454436923728	0.0664501052634973	0.0843841893478518	-5.76020345223705
SFN	0.12241678310644	-0.00839380942427298	0.253227375637152	3.19601261277889	1.84535467488699	0.0664631050212668	0.0843911478330681	-5.76036523858267
CHCHD5	0.136920465507002	-0.00941007879565348	0.283251009809657	3.03288330513568	1.8450799027437	0.0665032449585707	0.0844325619329201	-5.760864580323
GPSM3	0.215023840701678	-0.0147916934937904	0.444839374897147	7.11717258445226	1.84496882925169	0.0665194767771347	0.0844350418979023	-5.76106641310654
NR2C2AP	-0.138633887507003	-0.286804954261569	0.009537179247563	3.59331447253266	-1.84496356312664	0.0665202464283866	0.0844350418979023	-5.76107598194491
TM6SF1	0.332171884284315	-0.023106592433313	0.687450361001943	6.39182249434673	1.84363851130678	0.0667141395175045	0.0846715758499701	-5.76348283492515
LOC100129395	0.119283743240896	-0.00839622182918875	0.246963708310981	2.6464961239799	1.84221495465855	0.0669229689130211	0.084923304788634	-5.76606675192932
POLDIP2	0.138535710614844	-0.00975388847972553	0.286825309709414	5.41926700494472	1.84218331765976	0.0669276160711709	0.084923304788634	-5.76612415476261
UBOX5	0.133311587214285	-0.00939216218772029	0.276015336616291	3.94381677060804	1.84210471721497	0.0669391628476076	0.0849283533607521	-5.76626676493184
GCOM1	0.219186176259104	-0.0155173798241354	0.453889732342343	2.44427688460302	1.8415151240795	0.067025829557375	0.0850286976365434	-5.76733631660733
CYTH2	-0.158180796998601	-0.327640342898854	0.0112787489016516	3.68989892642714	-1.84064281781133	0.0671542241097242	0.0851819490176698	-5.76891811714607
PGAP1	0.116504815873949	-0.00832058473470491	0.241330216482602	2.47151865498995	1.84044442897835	0.0671834533656576	0.0852093934978989	-5.76927776532528
SLC22A23	0.123998590256301	-0.00886430251129783	0.256861483023901	2.46465048496482	1.8403263447116	0.0672008561031435	0.0852218337879395	-5.76949181599361
ORAOV1	-0.118130427277312	-0.244717224544783	0.00845636999015964	3.06507970722613	-1.84015820378095	0.0672256424212624	0.0852436338137183	-5.76979658117778
COQ10B	0.205287935963586	-0.0147475688908356	0.425323440818007	6.92624592818593	1.83972310864344	0.0672898167034056	0.0853153680991547	-5.7705850913933
ZNF517	-0.120888944689078	-0.250530776949741	0.00875288757158577	3.538862394	-1.8387522849531	0.0674331913036939	0.0854874912799427	-5.77234383705788
DHX34	0.244301313305324	-0.0177271189275036	0.506329745538152	3.48882052995477	1.8384811554639	0.067473277855933	0.0855286483789992	-5.77283485534328
ZNF584	0.109850568589636	-0.00798609547786072	0.227687232657132	2.27461328353266	1.83824616833024	0.0675080367318489	0.0855630436192465	-5.77326036283116
HSPB1	0.425020571579832	-0.0309205310094578	0.880961674169122	4.47960762692965	1.83815870512937	0.067520977921893	0.0855697813935046	-5.77341872508346
PTDSS2	0.122663345630252	-0.00897153474682388	0.254298226007328	2.80459750959296	1.83749269906706	0.0676195886713271	0.0856850749852792	-5.77462436726177
GAPT	-0.32307292096919	-0.669799313738966	0.0236534718005846	7.30218755942714	-1.83736507227752	0.0676384990790834	0.08569936058095	-5.77485535633495
PACSIN2	0.185340944443976	-0.013653068920243	0.384334957808194	8.57123579833166	1.83659399538011	0.0677528424819743	0.0858345448558044	-5.77625058244665
C11orf49	-0.125136525754904	-0.259498713898116	0.00922566238830769	3.39427537067839	-1.83649108623341	0.067768115043946	0.085844202169902	-5.77643674871489
FAM188A	0.346932429247897	-0.0259511374310271	0.719815995926822	4.34337050767337	1.83465096006832	0.0680416868362322	0.086181016893476	-5.77976389926841
LGALS12	0.27135503140196	-0.0203469492860956	0.563057012090016	3.76939506830151	1.83434195764927	0.0680877158705471	0.0862295844147703	-5.78032229342025
NAT6	0.117915714705882	-0.00896150188450937	0.244792931296273	2.32503070743719	1.83260912416758	0.0683463171360297	0.0865473223764981	-5.78345198881763
LAIR2	-0.199919692663864	-0.415058788411908	0.0152194030841787	3.1032318431608	-1.83239051891744	0.0683789986374624	0.0865789374601832	-5.78384661174002
GTPBP5	0.109111156369748	-0.00844377725440942	0.226666089993905	2.73096249806533	1.83024865896462	0.0686998920368714	0.0869754273959579	-5.78771065737435
KLHL7	-0.198234779364145	-0.411921135325652	0.0154515765973611	3.61550344816583	-1.82929967907087	0.0688424662491922	0.0871460977155595	-5.789421277804
C6orf211	0.220489357831932	-0.0172048507867055	0.458183566450569	4.06112272767839	1.82915636103825	0.0688640195457651	0.0871635492152691	-5.78967954670428
USP3	0.149894521141458	-0.011726488582539	0.311515530865454	7.8402846068995	1.82881486372297	0.0689153991207074	0.0872160611931825	-5.79029486936848
FKBPL	0.133845982159662	-0.0104739489393582	0.278165913258682	2.74898360087437	1.82877731321627	0.0689210506737785	0.0872160611931825	-5.7903625224992
C1QL1	0.218727602585431	-0.0171849215367355	0.454640126707597	5.45606785230151	1.82824500229071	0.0690012076044084	0.0873076504382311	-5.79132141967422
TBC1D24	0.115226664222688	-0.00905793340579278	0.239511261851169	2.34136989281407	1.82817378949584	0.0690119368842424	0.0873113817040551	-5.79144968089657
WIT1	0.126345302642857	-0.0100119753455954	0.262702580631309	2.77181979786432	1.82710108860108	0.0691737225575768	0.0875062016166302	-5.7933811358002
SLC17A9	-0.116267723787114	-0.241767512338498	0.00923206476426996	3.03063999067337	-1.82682932958945	0.0692147592801902	0.0875482448875445	-5.79387027827452
MINPP1	-0.335153593310924	-0.696967199097496	0.0266600124756481	4.20436158886432	-1.82658877823952	0.0692511003248751	0.0875843398902004	-5.79430319097626
LOC162632	0.154792308778711	-0.0124643422298668	0.322048959787288	2.47094755067337	1.8249365978128	0.0695011286239078	0.0878906542052618	-5.79727507836267
RNF181	0.167648260619047	-0.0135610263403604	0.348857547578454	6.869020460799	1.82431739789397	0.069595025772331	0.0879994793484055	-5.79838820458596
CPM	0.225902160317927	-0.0183565377834738	0.470160858419329	3.70697213386935	1.82369474036935	0.0696895530349012	0.0881090766288487	-5.79950717807648
ARAF	0.144500778852942	-0.0117496028605457	0.30075116056643	6.39149217085427	1.82360552943539	0.0697031050730559	0.0881162831057602	-5.79966746816454
CCNI	0.155728973429971	-0.0127505413219369	0.324208488181879	10.241832386593	1.82265351369332	0.0698478616331817	0.0882893335489486	-5.80137753378775
SERPIND1	0.109288395491597	-0.00904267777736362	0.227619468760557	3.00311943362312	1.82119750126938	0.0700697330601804	0.0885498624205948	-5.80399123667382
PDLIM5	0.205035041393555	-0.0169649085230182	0.427034991310128	6.55974558421608	1.82119736467201	0.0700697539025915	0.0885498624205948	-5.80399148178638
RAB14	-0.178055861222685	-0.370869910665999	0.0147581882206296	7.69701451540704	-1.82095577371181	0.0701066245538356	0.0885864813357891	-5.80442496873945
HIAT1	-0.299191133663868	-0.623501185311729	0.0251189179839935	7.18639347692965	-1.81915669626877	0.070381697375083	0.0889240495319952	-5.80765130599888
REM2	-0.395802014298319	-0.824894104162466	0.0332900755658288	5.06292927624623	-1.81890195996933	0.0704207176920106	0.0889633337768482	-5.80810788258828
LSM5	-0.309235675823532	-0.644716921245328	0.0262455695982646	4.99817407885427	-1.8176202166723	0.0706173255958325	0.089201669049576	-5.8104042764948
PTCHD1	0.124806299029413	-0.0107668207448213	0.260379418803647	2.77395047855276	1.81528456239035	0.0709767603160427	0.0896430911385965	-5.81458484882876
NUDT18	0.147028600380952	-0.0126873213882752	0.30674452215018	3.82295068072864	1.81524567301226	0.0709827577844919	0.0896430911385965	-5.81465441265482
RPN1	-0.183699838350142	-0.383527295237127	0.0161276185368426	7.31638444438191	-1.81273955843993	0.0713701310894286	0.0901221572055325	-5.81913421367511
XPO7	0.284987321507002	-0.0253343043524064	0.595308947366409	5.7183616830603	1.81090345378528	0.071655046709408	0.0904717522696869	-5.82241253856522
SLC35B3	-0.336950666184874	-0.703935132284718	0.0300337999149695	4.9535204649799	-1.81050795422608	0.0717165406856319	0.0905392079619936	-5.82311827360621
STRN4	0.127321212257702	-0.011356415618053	0.265998840133458	4.2534498981206	1.81040674970723	0.0717322833983074	0.0905488958712942	-5.82329884042117
IFIT5	-0.550343458432774	-1.14984251221311	0.0491555953475609	3.86064971313065	-1.81020227404209	0.0717640989983921	0.0905788684017496	-5.82366363147821
KAZ	0.325386224257702	-0.0291151133948771	0.679887561910281	3.93833486859799	1.80993543856603	0.0718056350535946	0.0906211017286818	-5.82413961444528
SERPINH1	0.127654703857143	-0.0114320897980027	0.266741497512289	2.63396152530653	1.80980892818268	0.071825334803637	0.0906357705123596	-5.82436526081388
PDS5B	-0.289199705245098	-0.604450713455815	0.0260513029656196	4.95354837326633	-1.80893583094203	0.0719614120769387	0.090797275278548	-5.82592211779311
BRPF3	-0.118637131710084	-0.247965644567661	0.0106913811474923	2.95921362146231	-1.80887332329594	0.071971162412038	0.0907993687001563	-5.82603354995947
GTF2B	0.183248556921567	-0.0166075544522067	0.383104668295341	7.36712916603518	1.80802707485479	0.0721032728816692	0.0909558147794617	-5.8275417874335
ATP6V0D1	0.181075389082631	-0.0164960331169914	0.378646811282253	9.09767602344724	1.80724528511098	0.0722254982562067	0.0910997573823931	-5.82893453558459
KREMEN2	0.128706185441175	-0.0117583609746191	0.269170731856969	2.30556035560804	1.806818369619	0.0722923145506157	0.0911737866809406	-5.82969483383803
GRN	0.198672863546212	-0.0182197541492899	0.415565481241715	9.12934528809045	1.80624051939534	0.0723828347668017	0.0912776909487638	-5.83072365643562
MAPT	0.107102965420167	-0.00991069723936135	0.224116628079696	2.52091361625126	1.80487330487272	0.0725973812256529	0.0915379564173345	-5.83315661959806
CASP10	-0.183434516228291	-0.383856640551313	0.0169876080947302	3.96570983266332	-1.80475060929889	0.0726166605165255	0.0915519789143298	-5.83337486962502
ATPIF1	0.221421381864144	-0.0205466721782384	0.463389435906527	7.87760267868844	1.80444365074476	0.0726649117490055	0.0916025207422309	-5.83392082244578
MEGF8	-0.130247214428572	-0.272741111559202	0.012246682702059	2.86975582203518	-1.80241162163897	0.0729849964147443	0.0919956901905269	-5.83753269811873
DNTTIP2	0.259269243606442	-0.0244868645277984	0.543025351740682	3.82305975762312	1.80172116872937	0.0730940205928255	0.0921227649475166	-5.83875906246329
